,OR,2.5%,97.5%
rat_present_on_landing,1.0355656908707798,0.7371933382452648,1.4547015612773875
hours_after_sunset,1.043858037336939,0.9870068479901009,1.1039838318567117
season_name_summer,0.4238103984590362,0.2859137766628768,0.628214757394474
