,OR,2.5%,97.5%
rat_present_on_landing,1.1672967228265576,0.8331339382858696,1.6354892971051729
hours_after_sunset,0.959416033688958,0.9077535034768777,1.0140188081608412
season_name_summer,1.4297964682516426,0.9754032581013665,2.095869501814212
